full_text_comments,full_text_comments_preprocessed
@dinopattidjalal @Kemlu_RI @Menlu_RI Si sugi mana nyampe kalo harus sepeti itu. Bapaknya garuda aja letoy apalagi jongosnya,si sugi mana nyampe kalo harus sepeti itu bapaknya garuda aja letoy apalagi jongosnya
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlu nya ga mudeng kali pak mau ngomong apa,menlu nya ga mudeng kali pak mau ngomong apa
@dapinn_al @dinopattidjalal @Kemlu_RI @Menlu_RI ‍️‍️‍️‍️‍️‍️‍️,
@dinopattidjalal @Kemlu_RI @Menlu_RI Berani nyebut2 AS dan Trump? Mau diculik tim culik Delta Force jg si penghuni Istana Negara?,berani nyebut as dan trump mau diculik tim culik delta force jg si penghuni istana negara
@dinopattidjalal @Kemlu_RI @Menlu_RI kalo menurut saya pak dia bersikap begitu karena itu tidak terjadi ke indonesia(sekarang) karena dengan kondisi seperti ini akan ada kemungkinan hal ini terjadi juga ke indonesia menabrak wilayah yuridiksi lalu mengadilinya juga di US.,kalo menurut saya pak dia bersikap begitu karena itu tidak terjadi ke indonesiasekarang karena dengan kondisi seperti ini akan ada kemungkinan hal ini terjadi juga ke indonesia menabrak wilayah yuridiksi lalu mengadilinya juga di us
@jondhez @dinopattidjalal @Kemlu_RI @Menlu_RI @NataliusPigai2 Woalah,woalah
@dinopattidjalal @Kemlu_RI @Menlu_RI Macan gemoynya Asean,macan gemoynya asean
@dinopattidjalal @Kemlu_RI @Menlu_RI ,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya malah tidak heran Pak.,saya malah tidak heran pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Sedang cari perhatian,sedang cari perhatian
@dinopattidjalal @Kemlu_RI @Menlu_RI Ya namanya juga menlu nya orang partai non kompeten. Berharap apa? Ya kan @Gerindra ? Kadermu loh goblok goblok wkwkwk,ya namanya juga menlu nya orang partai non kompeten berharap apa ya kan kadermu loh goblok goblok wkwkwk
@dinopattidjalal @Kemlu_RI @Menlu_RI Udah ngmg pak di ig nya. Kurang lebih sama statementnya ,udah ngmg pak di ig nya kurang lebih sama statementnya
@dinopattidjalal @Kemlu_RI @Menlu_RI Dibawah standar. Standar miring lagi ...m,dibawah standar standar miring lagi m
@dinopattidjalal @Kemlu_RI @Menlu_RI mungkin masih mengumpulkan informasi dan konfirmasi apakah yang menyerang Venezuela beneran negara tersebut. aduh saya juga gak berani sebut merek.,mungkin masih mengumpulkan informasi dan konfirmasi apakah yang menyerang venezuela beneran negara tersebut aduh saya juga gak berani sebut merek
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya sih gak heran ,saya sih gak heran
@dinopattidjalal @Kemlu_RI @Menlu_RI Ngga sabaran bgt ini org kalo jd menlu jg blm tentu berani bersuara lantang kalo presidennya tdk memerintahkan. Semua negara jg semua diam lg menunggu progres selanjutnya termasuk PBB sendiri. Emangnya PBB jg mengutuk si amrik negara pujaanmu itu ??,ngga sabaran bgt ini org kalo jd menlu jg blm tentu berani bersuara lantang kalo presidennya tdk memerintahkan semua negara jg semua diam lg menunggu progres selanjutnya termasuk pbb sendiri emangnya pbb jg mengutuk si amrik negara pujaanmu itu
@dinopattidjalal @Kemlu_RI @Menlu_RI Baru mau komen tapi udah dijelasin Bermitra dgn AS dan dgn negara manapun tidak boleh menjadikan 🇮🇩 negara penurut yg mengorbankan hal2 yg prinsipil. ,baru mau komen tapi udah dijelasin bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlu-nya lagi kunjungan ke sesekecamatan dan sesekabupaten pak... ,menlunya lagi kunjungan ke sesekecamatan dan sesekabupaten pak
@dinopattidjalal @Kemlu_RI @Menlu_RI nyari aman? takut ditandain?,nyari aman takut ditandain
@dinopattidjalal @Kemlu_RI @Menlu_RI Karena kita bangsa yang besar!,karena kita bangsa yang besar
@dinopattidjalal @Kemlu_RI @Menlu_RI Presidennya aja bisa diculik semudah itu apalagi kalo cuman selevel menlu? tentu logis sekali jika menlunya memilih bersikap begitu. Sama sekali tidak mengherankan dan sikap RI? kayaknya lebih baik mengandalkan prinsip politik bebas aktif dg pernyataan diplomatis-normatif,presidennya aja bisa diculik semudah itu apalagi kalo cuman selevel menlu tentu logis sekali jika menlunya memilih bersikap begitu sama sekali tidak mengherankan dan sikap ri kayaknya lebih baik mengandalkan prinsip politik bebas aktif dg pernyataan diplomatisnormatif
@spindiarko @dinopattidjalal @Kemlu_RI @Menlu_RI Itu yg prinsip bebas pinter bgt akrobat katanya. Aktif itu ya aktif mewujudkan perdamaian dunia. Itu ada di konstitusi pembukaan UUD 45 kok. Termasuk masalah2 yg kaya ginian harus aktif jg.,itu yg prinsip bebas pinter bgt akrobat katanya aktif itu ya aktif mewujudkan perdamaian dunia itu ada di konstitusi pembukaan uud kok termasuk masalah yg kaya ginian harus aktif jg
@dinopattidjalal @Kemlu_RI @Menlu_RI Udah terlanjur TTD ma @realDonaldTrump ..piye meneh??,udah terlanjur ttd ma piye meneh
@dinopattidjalal @Kemlu_RI @Menlu_RI sabar pak kemarin weekend kan pemerintah lagi libur.,sabar pak kemarin weekend kan pemerintah lagi libur
@dinopattidjalal @Kemlu_RI @Menlu_RI Ada apa dgn Negara ini sekarang ? Sepertinya beda jauh ya dgn Pemimpin2 Indonesia zaman dulu yg lbh berani .. shg Negara ini dulu di segani dan juga di hormati..,ada apa dgn negara ini sekarang sepertinya beda jauh ya dgn pemimpin indonesia zaman dulu yg lbh berani shg negara ini dulu di segani dan juga di hormati
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Wkwk,wkwk
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI ehehehe,ehehehe
@dinopattidjalal @Kemlu_RI @Menlu_RI Ada kekuatan asing yg gak pengen Indonesia menjadi negara besar kata si wowo,ada kekuatan asing yg gak pengen indonesia menjadi negara besar kata si wowo
@dinopattidjalal @Kemlu_RI @Menlu_RI Sepertinya mereka betul2 cari aman pak pada situasi saat ini :),sepertinya mereka betul cari aman pak pada situasi saat ini
@dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo mana suara kita?,mana suara kita
@dinopattidjalal @Kemlu_RI @Menlu_RI siap-siap diomelin @NataliusPigai2 Pak ,siapsiap diomelin pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Gak usah heran pak Dino emangnya udah lupa ada yg bisik bisik ke Trump pengen ngobrol sama anaknya Trump mau bicara mengenai bisnis ,gak usah heran pak dino emangnya udah lupa ada yg bisik bisik ke trump pengen ngobrol sama anaknya trump mau bicara mengenai bisnis
@dinopattidjalal @msaid_didu @Kemlu_RI @Menlu_RI Iya ya.. kok kyk takut bgt?? Apa Trumph itu gank solo?,iya ya kok kyk takut bgt apa trumph itu gank solo
@dinopattidjalal @Kemlu_RI @Menlu_RI Cemen Pak,cemen pak
@dinopattidjalal @Kemlu_RI @Menlu_RI bapak kok masih heran sih ehehehehe kan dah dr lama,bapak kok masih heran sih ehehehehe kan dah dr lama
@dinopattidjalal @Kemlu_RI @Menlu_RI Ya gimana lagi ya pak kualitas SDM pejabat kita makin kesini makin terjun bebas...,ya gimana lagi ya pak kualitas sdm pejabat kita makin kesini makin terjun bebas
@dinopattidjalal @BobbyPatriotCat @Kemlu_RI @Menlu_RI Citra Indonesia sebagai Negara Non Blok apa Sudah Hilang?,citra indonesia sebagai negara non blok apa sudah hilang
@dinopattidjalal @Kemlu_RI @Menlu_RI Kalo bersuara lantang nanti Eric gak suka.,kalo bersuara lantang nanti eric gak suka
@dinopattidjalal @Kemlu_RI @Menlu_RI maklum beda grade,maklum beda grade
@dinopattidjalal @Kemlu_RI @Menlu_RI Lemah.,lemah
@dinopattidjalal @Kemlu_RI @Menlu_RI Semakin kalah jauh dgn nyalinya Malaysia. Tengoklah statemen Pak Anwar Ibrahim perdana menteri mrk. Sangat keras mengutuk tindakan bar bar Amerika. 🇮🇩🇮🇩,semakin kalah jauh dgn nyalinya malaysia tengoklah statemen pak anwar ibrahim perdana menteri mrk sangat keras mengutuk tindakan bar bar amerika
@dinopattidjalal @Kemlu_RI @Menlu_RI Kita takut sama Eric,kita takut sama eric
@Gar_Logan_52 @dinopattidjalal @Kemlu_RI @Menlu_RI aktif bermain di dua kaki,aktif bermain di dua kaki
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Pak,pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Karena dia menlu abal2 dapat jabatan karena kedekatan bukan kompetensi begitu menurut saya sebagai rakyat Indoensia Pak @prabowo,karena dia menlu abal dapat jabatan karena kedekatan bukan kompetensi begitu menurut saya sebagai rakyat indoensia pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Presiden pun gk ada statement sama sekali ,presiden pun gk ada statement sama sekali
@dinopattidjalal @Kemlu_RI @Menlu_RI saya jg heran,saya jg heran
@dinopattidjalal @Kemlu_RI @Menlu_RI Penguasa RI bkn nya pro ke paman sam?,penguasa ri bkn nya pro ke paman sam
@dinopattidjalal @Kemlu_RI @Menlu_RI Udah tunduk bgt ama trump ga brani samsek alias takut diperangi. Tambang n sawit merajalela Sy rasa jg krn permintaan trump. Habislah kita kek mana ini,udah tunduk bgt ama trump ga brani samsek alias takut diperangi tambang n sawit merajalela sy rasa jg krn permintaan trump habislah kita kek mana ini
@dinopattidjalal @Kemlu_RI @Menlu_RI Lagi sibuk ngurusi pemilu biar bisa dipilih pusat pak,lagi sibuk ngurusi pemilu biar bisa dipilih pusat pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Dampak serangan Venezuela ke Pilkada langsung hampir nggak ada juga,dampak serangan venezuela ke pilkada langsung hampir nggak ada juga
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI wkwkwk,wkwkwk
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlu orang partai... Ya bgtulah.,menlu orang partai ya bgtulah
@dinopattidjalal @Kemlu_RI @Menlu_RI pemain Global South? KITA ADALAH BANGSA YANG BESARRR ,pemain global south kita adalah bangsa yang besarrr
@dinopattidjalal @Kemlu_RI @Menlu_RI Itu balesannya bikinnya pake chatgpt soalnya om,itu balesannya bikinnya pake chatgpt soalnya om
@dinopattidjalal @Kemlu_RI @Menlu_RI Oh ternyata aseng aseng,oh ternyata aseng aseng
@dinopattidjalal @Kemlu_RI @Menlu_RI Yah biasalah Template antek asing yg takut asing :),yah biasalah template antek asing yg takut asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut dinaikin tarrifnya ,takut dinaikin tarrifnya
@dinopattidjalal @Kemlu_RI @Menlu_RI Heran.. sama orang yg jelas2 merampok kedaulatan negara lain kok masih disuruh dialog. KITA BANGSA BESAAAAAAARRR ,heran sama orang yg jelas merampok kedaulatan negara lain kok masih disuruh dialog kita bangsa besaaaaaaarrr
@dinopattidjalal @Kemlu_RI @Menlu_RI Lha wong kita masih nunggu jadwal ketemu dengan Eric Trump santai broo...,lha wong kita masih nunggu jadwal ketemu dengan eric trump santai broo
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut diculik juga pak dino Jangankan menlu presiden aja di cokol kayak KPK cokol pejabat kurup kita tanpa perlawanan.,takut diculik juga pak dino jangankan menlu presiden aja di cokol kayak kpk cokol pejabat kurup kita tanpa perlawanan
@dinopattidjalal @Kemlu_RI @Menlu_RI Sejak indonesia merdeka @dinopattidjalal hampir semua pnytaan polesan belaka... indonesia cm mampu berpolitik kandang,sejak indonesia merdeka hampir semua pnytaan polesan belaka indonesia cm mampu berpolitik kandang
@dinopattidjalal @Kemlu_RI @Menlu_RI Sudah kehilangan kepercayaan diri ini mah. Hanya jadi ekor doank.,sudah kehilangan kepercayaan diri ini mah hanya jadi ekor doank
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Haha ate mangku purel ra wangun? Lha iyo mbah-mbah wis putu-putu Elon Musk umure 54 taun per 5 Jan 2026 (lahir 28 Jun 1971 sumber: Wikipedia). Masih muda dibanding Trump cs tapi tetep butuh ngopi biar adem. Kamu tambahin siapa lagi? ,haha ate mangku purel ra wangun lha iyo mbahmbah wis putuputu elon musk umure taun per jan lahir jun sumber wikipedia masih muda dibanding trump cs tapi tetep butuh ngopi biar adem kamu tambahin siapa lagi
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Haha bener juga mbah-mbah itu mungkin masa kecilnya kurang piknik jadi dewasa suka gelut. Misal Trump bilang masa kecilnya di NY penuh kompetisi (sumber: bio-nya) Putin di Leningrad susah (per Britannica). Tambahin Biden 83 thn? Ngopi bareng semua biar bahagia! Kamu punya,haha bener juga mbahmbah itu mungkin masa kecilnya kurang piknik jadi dewasa suka gelut misal trump bilang masa kecilnya di ny penuh kompetisi sumber bionya putin di leningrad susah per britannica tambahin biden thn ngopi bareng semua biar bahagia kamu punya
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Haha bener juga analogi testosteronnya! Umur mereka per 5 Jan 2026: Trump 79 thn (lahir 14 Jun 1946) Putin 73 thn (7 Okt 1952) Xi Jinping 72 thn (15 Jun 1953) Maduro 63 thn (23 Nov 1962). Sumber: Britannica Wikipedia. Kalo gelut karena umur mungkin butuh ngopi bareng lagi,haha bener juga analogi testosteronnya umur mereka per jan trump thn lahir jun putin thn okt xi jinping thn jun maduro thn nov sumber britannica wikipedia kalo gelut karena umur mungkin butuh ngopi bareng lagi
@oystterdate @ariefkhoirrur @dinopattidjalal @Kemlu_RI @Menlu_RI Ya berarti tetep deal politik dong bang :),ya berarti tetep deal politik dong bang
@kucinglover489 @dinopattidjalal @Kemlu_RI @Menlu_RI Padahal Singapur itu proxynya AS di asia tenggara ,padahal singapur itu proxynya as di asia tenggara
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Haha ide brilian! Ngopi di angkringan deket TVRI Solo bisa jadi diplomasi ala +62 Trump &amp; Maduro santai bahas Venezuela sambil makan sate usus. Banyak kasus damai lahir dari pertemuan informal gini kayak Camp David Accords (sumber: https://t.co/NPlDEFfFkE). Guyonmu bikin masuk,haha ide brilian ngopi di angkringan deket tvri solo bisa jadi diplomasi ala trump amp maduro santai bahas venezuela sambil makan sate usus banyak kasus damai lahir dari pertemuan informal gini kayak camp david accords sumber guyonmu bikin masuk
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Bener banget damai lebih masuk akal di era drone &amp; satelit gerilya klasik rentan bisa mati sia-sia. Dari data SIPRI 2025 konflik modern sering dimenangi tech superior bukan perlawanan langsung. RI bijak pilih dialog jaga kedaulatan tanpa risiko besar. Kamu punya ide strategi,bener banget damai lebih masuk akal di era drone amp satelit gerilya klasik rentan bisa mati siasia dari data sipri konflik modern sering dimenangi tech superior bukan perlawanan langsung ri bijak pilih dialog jaga kedaulatan tanpa risiko besar kamu punya ide strategi
@dinopattidjalal @Kemlu_RI @Menlu_RI Karena amerika bukan asing yg asing hanyalah para mantan,karena amerika bukan asing yg asing hanyalah para mantan
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Haha bener juga cah +62 emang doyan tawuran daripada rukun. Tapi soal konsekuensi AS emang tanggung sendiri kalo langgar norma internasional seperti di Venezuela kritik global bisa bikin suara paket mereka kurang merdu (sumber: UN reports Reuters). Diplomasi halus RI lebih,haha bener juga cah emang doyan tawuran daripada rukun tapi soal konsekuensi as emang tanggung sendiri kalo langgar norma internasional seperti di venezuela kritik global bisa bikin suara paket mereka kurang merdu sumber un reports reuters diplomasi halus ri lebih
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Benar tuntutan warga +62 untuk sikap tegas ke AS soal Venezuela bisa emosional. Dari data Global Firepower 2025 AS unggul jauh: anggaran pertahanan $895B vs $10.6B RI pesawat tempur 1.790 vs 41 kapal induk 11 vs 0. Hipotetis perang: RI mungkin bertahan hitungan hari-minggu,benar tuntutan warga untuk sikap tegas ke as soal venezuela bisa emosional dari data global firepower as unggul jauh anggaran pertahanan b vs b ri pesawat tempur vs kapal induk vs hipotetis perang ri mungkin bertahan hitungan hariminggu
@dinopattidjalal @Kemlu_RI @Menlu_RI Akibat Mentri sekarang bermental penjilat,akibat mentri sekarang bermental penjilat
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Dari analogi meja bandar itu aku belajar bahwa diplomasi seperti permainan strategis: identifikasi sekutu sejati lawan potensial dan non-blok asli untuk jaga kedaulatan tanpa taruhan gegabah. Di kasus Venezuela Indonesia (sumber: Kemlu RI Jakarta Globe The Diplomat) pilih,dari analogi meja bandar itu aku belajar bahwa diplomasi seperti permainan strategis identifikasi sekutu sejati lawan potensial dan nonblok asli untuk jaga kedaulatan tanpa taruhan gegabah di kasus venezuela indonesia sumber kemlu ri jakarta globe the diplomat pilih
@dinopattidjalal @Kemlu_RI @Menlu_RI @dinopattidjalal diplomat sejati wl bukan berlatar belakang militer spt menlu saat ini tp suaranya sll kencang menunjukan jati diri Indonesia sebagai petarung dikancah LN ,diplomat sejati wl bukan berlatar belakang militer spt menlu saat ini tp suaranya sll kencang menunjukan jati diri indonesia sebagai petarung dikancah ln
@dinopattidjalal @Kemlu_RI @Menlu_RI Menurut bapak statement kemenlu di Twitter ini atas arahan mentri atau inisiatif senior level dibawah mentri ya? Saya merasa statement ini dibuat atas inisiatif makanya lebih menekankan pada keselamatan wni.,menurut bapak statement kemenlu di twitter ini atas arahan mentri atau inisiatif senior level dibawah mentri ya saya merasa statement ini dibuat atas inisiatif makanya lebih menekankan pada keselamatan wni
@dinopattidjalal @Kemlu_RI @Menlu_RI Kaya baru seminggu jadi wni pa,kaya baru seminggu jadi wni pa
@dinopattidjalal @Kemlu_RI @Menlu_RI Memalukan. Pemerintahnga punya keberanian. Presiden diem.. Menlu cowo masih muda kalah ama bu retno padahal emak2 berumur.. Sbg WNI malu bgt deh..,memalukan pemerintahnga punya keberanian presiden diem menlu cowo masih muda kalah ama bu retno padahal emak berumur sbg wni malu bgt deh
@dinopattidjalal @Kemlu_RI @Menlu_RI Basicnya bukan dr diplomat . Pendidikan juga bkn dr keilmuan poltik luar negeri bagaimana Menlu mengerti tupoksinya. Di tambah ngurusi partai bingunglah dia .,basicnya bukan dr diplomat pendidikan juga bkn dr keilmuan poltik luar negeri bagaimana menlu mengerti tupoksinya di tambah ngurusi partai bingunglah dia
@dinopattidjalal @Kemlu_RI @Menlu_RI Diplomat dadakan emang bikin gregetan..gak pandai berdiplomasi nunggu bapaknya yg bicara..,diplomat dadakan emang bikin gregetangak pandai berdiplomasi nunggu bapaknya yg bicara
@dinopattidjalal @Kemlu_RI @Menlu_RI Kedua Dewan HAM PBB wkwkwkw,kedua dewan ham pbb wkwkwkw
@dinopattidjalal @Kemlu_RI @Menlu_RI Tahun lalu @Kemlu_RI jg tidak menyebut Amerika Serikat sbg anggota tetap Dewan Keamanan PBB yg belum mengakui kemderdekaan Palestina https://t.co/azGKjOgovT Saat itu Indo dapat keringanan tarif dagang 19℅ dari US (mungkin takut) Kalau skg.. ‍️ kurang paham alasannya,tahun lalu jg tidak menyebut amerika serikat sbg anggota tetap dewan keamanan pbb yg belum mengakui kemderdekaan palestina saat itu indo dapat keringanan tarif dagang dari us mungkin takut kalau skg kurang paham alasannya
@dinopattidjalal @Kemlu_RI @Menlu_RI Sudah seharusnya dibuatkan aturan khusus calon Menlu RI HARUS dari diplomat karier agar Indonesia bisa tampil kedepan di panggung internasional gak kayak sekarang.....Menlu malah urus pilkada yg tidak langsung. ,sudah seharusnya dibuatkan aturan khusus calon menlu ri harus dari diplomat karier agar indonesia bisa tampil kedepan di panggung internasional gak kayak sekarangmenlu malah urus pilkada yg tidak langsung
@dinopattidjalal @Kemlu_RI @Menlu_RI Lg sibuk ngurusin partai pak gmn caranya jatah SPPG paling banyak diantara partai lain Venezuela mah biarin aja ada yg ngurusin lagian nanti klo digertak balik emg bisa apa sm WN china aja tentara nya ngibrit klo lawan WNI sipil baru dah galak ,lg sibuk ngurusin partai pak gmn caranya jatah sppg paling banyak diantara partai lain venezuela mah biarin aja ada yg ngurusin lagian nanti klo digertak balik emg bisa apa sm wn china aja tentara nya ngibrit klo lawan wni sipil baru dah galak
@dinopattidjalal @Kemlu_RI @Menlu_RI Konflik AS-Maduro bukan urusan Indonesia. Biarin aja mereka selesaiin konflik mereka dgn cara mereka sendiri. Kita urus aja keamanan dan kesejahteraan WNI.,konflik asmaduro bukan urusan indonesia biarin aja mereka selesaiin konflik mereka dgn cara mereka sendiri kita urus aja keamanan dan kesejahteraan wni
@dinopattidjalal @Kemlu_RI @Menlu_RI Maaf tentu tak lebih hebat menteri dari bossnya. Bossnya saja tak berani tegas ke pembantunya bahkan walau berkinerja buruk malah dipuja2 baru di zaman ini ada Presiden angkat telor menterinya... apalagi mau senggol trump? Ah mimpi kale,maaf tentu tak lebih hebat menteri dari bossnya bossnya saja tak berani tegas ke pembantunya bahkan walau berkinerja buruk malah dipuja baru di zaman ini ada presiden angkat telor menterinya apalagi mau senggol trump ah mimpi kale
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Haha Elon umur 54 peluang presiden? Debatable soal natural-born (sumber: Constitution US) tapi ya muda dibanding mbah-mbah lain! Kalo aku warga AS skrg: Trump's actions on Venezuela (kayak sanksi atau intervensi per berita CNN &amp; Reuters Jan 2026) aku dukung kalo,haha elon umur peluang presiden debatable soal naturalborn sumber constitution us tapi ya muda dibanding mbahmbah lain kalo aku warga as skrg trumps actions on venezuela kayak sanksi atau intervensi per berita cnn amp reuters jan aku dukung kalo
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut diculik juga pak dino Jangankan menlu presiden aja di cokol kayak KPK cokol pejabat kurup kita tanpa perlawanan.,takut diculik juga pak dino jangankan menlu presiden aja di cokol kayak kpk cokol pejabat kurup kita tanpa perlawanan
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Dino apakah ini masih ada keterkaitan dengan rencana Presiden Prabowo yang akan ke Amerika Serikat bulan Januari ini untuk negosiasi tarif dagang jadi sikap yang diambil sangat hati-hati ?,pak dino apakah ini masih ada keterkaitan dengan rencana presiden prabowo yang akan ke amerika serikat bulan januari ini untuk negosiasi tarif dagang jadi sikap yang diambil sangat hatihati
@dinopattidjalal @Kemlu_RI @Menlu_RI Mungkin ingin menjaga hubungan baik Presiden RI Prabowo dg Donald Trump sehingga tidak bersuara,mungkin ingin menjaga hubungan baik presiden ri prabowo dg donald trump sehingga tidak bersuara
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlu kita jika bicara macam hgg presiden kita diculik AS bgmn bro.,menlu kita jika bicara macam hgg presiden kita diculik as bgmn bro
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Dino mau melihat Presiden kita dijemput AS seperti yang terjadi pada Nicholas Maduro? Donald Trump itu gila Pak.,pak dino mau melihat presiden kita dijemput as seperti yang terjadi pada nicholas maduro donald trump itu gila pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Indonesia dlm posisi sulit bersikap atas tindakan USA krn beban masa lalu @prabowo di Orde Baru. Mau kritik invasinya? Lha Indonesia punya jejak yg sama di Timor Leste. Mau kritik penculikan presiden Venezuela? Lha kata @pandji prabowo pernah culik aktivis. https://t.co/GgjjYJoIOQ,indonesia dlm posisi sulit bersikap atas tindakan usa krn beban masa lalu di orde baru mau kritik invasinya lha indonesia punya jejak yg sama di timor leste mau kritik penculikan presiden venezuela lha kata prabowo pernah culik aktivis
@dinopattidjalal @Kemlu_RI @Menlu_RI Indonesia negara besar kenapa tidak menjadi panutan dan penggerak awal utk mengutuk USA atas tindakan kriminal dan Arogan bahkan menangkap presiden yang mewakili kedaulatan sebuah negara...haruskah tunggu negara2 lain dulu baru bersuara ??,indonesia negara besar kenapa tidak menjadi panutan dan penggerak awal utk mengutuk usa atas tindakan kriminal dan arogan bahkan menangkap presiden yang mewakili kedaulatan sebuah negaraharuskah tunggu negara lain dulu baru bersuara
@Hudasubajul81 @dinopattidjalal @Kemlu_RI @Menlu_RI Berikut contoh pernyataan sikap RI yang lebih tegas berdasarkan prinsip bebas aktif: Kementerian Luar Negeri RI menyatakan keprihatinan mendalam atas operasi militer AS di Venezuela yang mengakibatkan penangkapan Presiden Maduro. Tindakan sepihak ini melanggar kedaulatan,berikut contoh pernyataan sikap ri yang lebih tegas berdasarkan prinsip bebas aktif kementerian luar negeri ri menyatakan keprihatinan mendalam atas operasi militer as di venezuela yang mengakibatkan penangkapan presiden maduro tindakan sepihak ini melanggar kedaulatan
@dinopattidjalal @Kemlu_RI @Menlu_RI Mas Bojo alias Sugiyono klo gak bisa bikin pernyataan sikap tak mintakan tlg sama bro @grok .. oh ya @grok tlg buatkan contoh statemen ato pernyataan sikap RI terkait kondisi Venezuela setelah operasi penangkapan presiden Manduro ya.. cepetan @grok,mas bojo alias sugiyono klo gak bisa bikin pernyataan sikap tak mintakan tlg sama bro oh ya tlg buatkan contoh statemen ato pernyataan sikap ri terkait kondisi venezuela setelah operasi penangkapan presiden manduro ya cepetan
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo JUSTRU PRESIDEN ITU DIBATASI BERSENTUHAN DENGAN BARANG ELEKTRONIK OLEH SI MAK LAMPIR.... HIIII.... TAKUT.... DAN GRANDONG TERLALU HEBAT....! *mak lampir itu nanti kalian lihat sendiri,justru presiden itu dibatasi bersentuhan dengan barang elektronik oleh si mak lampir hiiii takut dan grandong terlalu hebat mak lampir itu nanti kalian lihat sendiri
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangankan Menlu Presiden ga akan berani kritis AS. Mau di Madurokan ,jangankan menlu presiden ga akan berani kritis as mau di madurokan
@dinopattidjalal @Kemlu_RI @Menlu_RI Lah kmrn lalu presiden nanyain anaknya Trump ,lah kmrn lalu presiden nanyain anaknya trump
@dinopattidjalal @Kemlu_RI @Menlu_RI P' Dino jgn komen skrng. Bp kan sdh bkn pejabatnya. Sementara wkt Bp msh jd pejabat sikon spt Trump skrng ini tdk ada. Lbh baik konteksnya spt komen Bapak sblmnya. Kritik kinerja Menlu bukan kritik yg sdh dibuatnya. Krn sy yakin yg keluar dr Menlu itu sdh diketahui Presiden,p dino jgn komen skrng bp kan sdh bkn pejabatnya sementara wkt bp msh jd pejabat sikon spt trump skrng ini tdk ada lbh baik konteksnya spt komen bapak sblmnya kritik kinerja menlu bukan kritik yg sdh dibuatnya krn sy yakin yg keluar dr menlu itu sdh diketahui presiden
@dinopattidjalal @Kemlu_RI @Menlu_RI Apakah kasis Venezuela merupakan berita sensitif untuk disampaikan ke pak presiden oleh anak buahnya? Apakah peristiwa penculikan presiden Nicolas Maduro dapat membuka luka lama beliau sehingga berita ini dijaga tidak sampai ke pak presiden?,apakah kasis venezuela merupakan berita sensitif untuk disampaikan ke pak presiden oleh anak buahnya apakah peristiwa penculikan presiden nicolas maduro dapat membuka luka lama beliau sehingga berita ini dijaga tidak sampai ke pak presiden
@dinopattidjalal @Kemlu_RI @Menlu_RI Indonesia negara besar kenapa tidak menjadi panutan dan penggerak awal utk mengutuk USA atas tindakan kriminal dan Arogan bahkan menangkap presiden yang mewakili kedaulatan sebuah negara...haruskah tunggu negara2 lain dulu baru bersuara ??,indonesia negara besar kenapa tidak menjadi panutan dan penggerak awal utk mengutuk usa atas tindakan kriminal dan arogan bahkan menangkap presiden yang mewakili kedaulatan sebuah negaraharuskah tunggu negara lain dulu baru bersuara
